ID,text,labels
1374177433621049344t,@nayadontgiveaf My grandma got the vaccine and a week later got covid ... but maybe the vaccine helped her fight it more than usual ?,ineffective side-effect
1408884107258564608t,"@opinionatedmum1 @TiaKie Was he in the Novavax trial ? Their execs have twice milked their shares dry , theyve never brought a vaccine to market ever but targeted the trial towards BAME https : / / t.co/eYvuDD5hlC",pharma
1407845321485524994t,CANADIAN DOCTOR DEFIES GAG ORDER - TELLS PUBLIC HOW MODERNA COVID SHOTS KILLED AND DISABLED PATIENTS https : / / t.co/VxPssG34nh,side-effect
1365996590834532354t,@LPerrins @BorisJohnson The cruelty is so people will be desperate for the vaccine . The uk was chosen to be first or nearly first for the vaccine rollout as the powers that be know the uk has some of the most gullible people in the world,country
1338589734411657221t,the moderna one also has the nano bots that tells them how you feel what you ’ re doing where you are etc and can also shut you down and do who knows what else in you Sick fucking lucifer worshipping hyenas man trying to poison the whole world,conspiracy ingredients religious
1336949057797959680t,"@HoeyberghsJeff They don ’ t give a damn about us , they tolerated us until now . We are getting in reports from around the world that people are getting sick from the vaccine . Pfizer has issued a warning now itself . https : / / t.co/DsOroRPEDp",side-effect
1254349256795869184t,"@naomirwolf @Karakiril @RalphScenic @BillGates Two things are very clear , 1 - you can not make a vaccine for a virus that is mutating , that is why we have no effective vaccine for any flu strain . 2 - Bill Gates is trying to make money , just think if most people get vaccinated how much money he will make ! ! !",ineffective
1334504781096873993t,@andrew_lilico The vaccine is not safe yet . Johnson is gambling with our health . Wake up . https : / / t.co/WWubCy4Sxn,side-effect
1374100099941404673t,Lola was very unhappy going to the vet to get her rabies shot . She ’ s an anti - vaxxer . 🤣 #dogsoftwitter #antivaxxer https : / / t.co/GF6qUwtGhd,none
1320833210805297154t,@MCRobredz @ttb0901 @tesssummers98 @HignettWilliam Ah ! The mandatory vaccine wank .,mandatory
1246247661008760832t,"@sean_spicier If Bill "" eugenics "" Gates is involved with Dr . Fauci and a COVID - 19 vaccine I'll take my chances , I'd rather play Russian roulette .",pharma
988294142202601472t,@ComposerBarton @RealJamesWoods Vaccinations can be dangerous like the small pox vaccination .,side-effect
1335916183099420673t,Agreed . Its very important to write to your doctor advising that the Pfizer are unaware of the effects on fertility or the effect the vaccine will have on existing medication . No responsible doctor should administer this vaccine .,side-effect
1325835993212096514t,"@joshchafetz Yep , of course . I think they already are . But I heard through the grapevine Pfizer was waiting on results from the placebo group before they could release info . So , ya know Science - which they also readily dismiss . There truly is no reasoning with the unreasonable .",rushed
1364167241055563778t,"A daughter of a doctor who died suddenly 3 days after getting the Moderna #covidvaccine made a tribute video & put it on TikTok . Because she mentioned the vaccine it was removed for "" going against community guidelines "" . Think of all the crap allowed on TikTok . #censorship is real",side-effect
1355912154508103680t,"Amen ! If the plandemic were a pandemic , no one would need to tell you . I ’ m amazed how many people are willing to get an EXPERIMENTAL vaccine for a virus that is survivable for people without serious underlying health conditions .",rushed unnecessary
1419637335080198146t,@ShirdBitter @ErikaLouw123 @Mrnavse @dolphincovekzn @HeidiGiokos This DVT after vaccination is extremely rate . In fact I have only been able to find one reported case where it happened after Pfizer vax . Other events of this type have occurred after the AZ vax . See the attached ... https : / / t.co/YhAWDI20CH https : / / t.co/RWnwe5aAxf,side-effect
1318950822059888642t,@TomStirk1992 @saamhodi @przemekg18 @piersmorgan A vaccine is not guaranteed and it's not a silver bullet . The woman working on the Oxford one said not to wait for it . If we needed a vaccine for herd immunity then the human race would have died out ages ago .,unnecessary
1334846186667319296t,"ATTENTION , BE CAREFUL WITH THE VACCINES AGAINST COVID - 19 ! NOT ALL ARE ETHICAL AND MORALLY ACCEPTABLE ! Some , like the ASTRA / ZENECA one , use tissue from aborted babies . SPREAD THE VOICE ! https : / / t.co/zVmR5uQ0yA",ingredients
1254440444345364482t,"@EdelweissKuche And the tetanus vaccine which Catholic doctors in Kenya exposed as containing HGC , causing infertility .",side-effect
1281707342292111360t,"Do you now see the #incestuous relationship between #BigPharma and Big Gov ’ t ? New Docs : NIH Owns Half of #Moderna Vaccine By Robert F . Kennedy , Jr @360CNN @margweston",pharma
1374026344380706818t,@ScottAdamsSays The AstraZeneca RNA vaccine is made using aborted fetal tissue ( stated on the box in med jargon ) . It's reasonable to assume cells remain in the vaccine . Regardless of efficacy that is a perfectly valid religious argument to refuse the vaccine .,ingredients religious
1355221103317159936t,This vaccine is real iffy tho so just be cautious watch the people who have taken it . Soon enough we ’ re all gonna know at least one person who took it,none
1350311847639977987t,"No need to be concerned about recent deaths associated with @Pfizer #vaccine #auspol 23 Deaths In Norway , 10 In Germany , Shortly After The COVID Vaccination , ... https : / / t.co/mJPhEgk7kG via @YouTube @drbeen_medical #COVID19",side-effect
1247086718655881216t,"@fallyipupa01 Dear Congolese brother Fally my name isSyahipuma a Congolese living in Uganda , Please you are a powerful and influencial person in DRC and the whole world , We as Congolese living in Uganda beg you to stand and say no to the corona vaccine testing on our pour Congolese",rushed
1414048325217685504t,""" Her death certificate says she died of cerebral venous sinus thrombosis and vaccine - associated thrombosis with thrombocytopenia . "" whose risk is 20fold raised after Astra zeneca vaccination https : / / t.co/4Mie9H99hc",side-effect
1378102331082993664t,"If you got the covid vaccine and are currently saying that you feel free and protected , ask yourself why you ’ re still required to wear a mask and social distance ? ! I ’ ll wait here for your answer .",ineffective
1338549206491992071t,@Drbankruptcy read up on it Even Pfizer admitted the testing incomplete and if you suffer allergies to some or all ingredients you should avoid Both the UK and health Canada warned aleady btw if you get the vaccine you can still get Covid and transmit,rushed
1432021253230051336t,Japan detects more Moderna vaccine contamination - https : / / t.co/BCT8RGeOhO Credit : Unsplash / CC0 Public Domain Japan ’ s Okinawa region suspended the useNewsATW https : / / t.co/G8Jxj4L2oc,ingredients
1344019564028420097t,"@doctor_oxford Read the Moth in the Iron Lung & learn the truth about those iron lungs . Odd it ’ s so little well known post polio paralysis still around , just renamed accute flaccid myelitis . Also odd not well known WHO recently admitted most cases are vaccine derived from the oral vaccine !",side-effect
1335147867351244800t,"@Caveman_1975 @MattHancock @pfizer @BioNTech_Group If you read about it all they claim is it reduces the symptoms ... that ’ s it They don ’ t know if it stops transmission , his bad it will be when you get it ... in a virus where 99.7 people survive ... what ’ s the point except old and ill taking it",ineffective unnecessary
1342315718415552512t,@MDaware Is the Oxford vaccine safe ? Some virologists who have studied adenoviruses are concerned regarding the pathogenicity of adenovirus vector . They opine that the cases of transverse myelitis are LIKELY due to the vaccine . Can I have your thoughts / opinions ? Is there a definite risk ?,side-effect
1318386257345548290t,@lifeforce369 @digwarrior4kids Wait until they try to push the gene altering v @cc1n3 from ModeRNA . The truth is right there in the name . I am a bit perturbed that the president is fast tracking this thing .,conspiracy rushed
1297998844748353536t,@GrrrGraphics @Herbert_L_Reed That program is being bought to you by Bill Gates . FB is censoring any negative comments about Bill Gates and vaccine / chip implants ? ? How long before TWIT follows Bill's orders ? ?,conspiracy ingredients pharma
1361881559029014529t,@jeremyrhammond That's why I enjoyed the early interventions of Dr . Lee Merritt who explained that the gain of function mRNA work that created Covid - 19 and the cytokine storms that it involves is the same mRNA cytokine storm created by the vaccine .,side-effect
1436950612369973253t,"And if you trust him remember 3 weeks to flatten the curve , no vaccine passports , 15m 💉 to freedom , the 💉 is for adults not kids , Christmas , Easter , June freedom day , no mandatory vaccines , save the NHS #JohnsonOut",mandatory
1334404476929765377t,"@jonharr64264157 @atliberalandold @JaneyGodley @odetteroulette Aye course , coming from people who literally worship a bloody pharmaceutical product like it's Martin Luther King or Mother Theresa . Get a fucking grip , Pfizer are a goddam criminal enterprise , provably so",pharma
1283212925998469120t,"They will now blackmail saying if you don't get vaccine , there won't be reopening #COVID Big pharma , media and democrat politicians are getting too predictable",pharma political
1349177294489792513t,Healthy South Florida doctor dies from strange side effect 2 weeks after receiving Pfizer COVID - 19 vaccine https : / / t.co/tL3UKGsaQh,side-effect
1333156552556032005t,What if the covid vaccine wasn ’ t tested on recovered covid people ? If ⅓ of Americans have really recovered ( beat ) covid then why give them a vaccine to achieve what they already have ?,rushed unnecessary
1246508962154979331t,"#YOU DO KNOW AMERICA THAT THERE IS A CURE FOR THIS BILL GATES , CHINA , VIRUS CALLED COVID - 19 ? YOU DON'T NEED THAT DISEASED RIDDLED VACCINE .",pharma side-effect
1362963743211016195t,"@AlexBerenson @moderna_tx 2 / SO , if 57 million flu vaccines were administered , there should be approx 74 adverse reaction deaths . Covid vax deaths are 929 ! ! If this is true , why are we told this vax is like any other ?",side-effect
1327367701145264135t,"@HuyParks @brendasecrist @BNODesk The Pfizer vaccine , for example , isn't even viable without a special freezer that's super expensive .",ineffective
1336836920505151491t,"@PattyHajdu So far the Pfizer evidence points to Bells Palsy , 2 deaths durring rushed trials and several adverse side affects . Is that not science ? Or do you pick n choose the science you want to believe ? Science shows masks & lockdowns don't work but here we are . How about respect for ppl ?",rushed side-effect
1325836893037191168t,@AbbyCScience It is way too early for Pfizer to have the mic re : distribution over a vaccine with no peer - reviewed results . I think the study testing it ultimately involved 94 cases of covid . Should we even be discussing this before we have solid phase 3 data ?,rushed
1328383138083516422t,"@TheSportsJD @andrewbostom He was one - Frieden was another who got a special visit from Pfizer . I wouldn't be surprised if they reached out to Deng - dong too . All of this BS is political . Vaccines were scheduled to be ready in the fall all along . "" Science "" created drama where there should have been none",political
1287318280798113792t,"And yet we are happy to destroy businesses , education , family ties , the welfare of those living alone ... And all to pay Pfizer £ billions to supply us with an untested vaccine we don't need or want .",pharma rushed unnecessary
1376970265091956739t,If you ’ re biracial - like your mom is white and your dad is black and you ’ re light skinned and you get the vaccine and that happens 😒 wouldn ’ t you rather just have covid for a month ?,side-effect
1355149392081268741t,I Can't believe the corruption and audacity of the UK Government - Boris and his sister Rachel have even started selling a vaccine and they don't care we know it's them - Johnson & Johnson #jnj https : / / t.co/lMVxTwoFig,pharma
1306260465178365952t,@NBCNews I don't want your stinkin vaccine population eliminator . How bout telling everyone what is in them ? Hmm ? Im waiting . We have treatment for covid where ppl don't have to die . Stop denying them it to get higher death rates to pretend it's a pandemic . It's not ! ! ! 9200 .,conspiracy
1305502169945305088t,Hard no from me . Not until it's proven safe AND beneficial / needed #Phizer #CovidVaccine #ScamAlert,unnecessary
1376671037287370753t,Creepy Joe ’ s Fascist State says . Put your masks back on . Phuck off Joe . Dr Fugazi claims He brought us the Covid vaccine . Bull shit you liar . President Trump did . 100 % .,mandatory
1219762164908666880t,@MsBettyBafufu Facts . And every time there ’ s a little outbreaks it ’ s always the ones that were vaccinated,side-effect
1371909490912727047t,"@phl43 @SteffenFrolund If there is just the slightest risk a single person , with no comorbidities or any other risks for getting a serious disease course from contracting Covid , dies from a vaccine , it is not a valid therapy . Especially when there's alternatives . If above was true , go buy sputnik !",ineffective side-effect
1364541606863527936t,"I hope so .. Do not think I am anti vaxxer .. But I am sorely angry at half a dose #Pfizer being rolled out without trials or Tests .. Add , when the reactions to #vaccines are being downplayed or supressed ? It alarms me .. Especially whe seeing this #gov supports #Eugenics !",side-effect
1336397084891652097t,"@DrEricDing This vaccine is a farce , it ’ s storage requirements are extreme to ensure efficacy without the appropriate infrastructure to distribute and administer it it ’ s a huge waste of our taxes . At best we can expect less than 50 % efficacy from Pfizer ’ s vaccine -",ineffective
1370418161330307077t,@CTVNationalNews Considering our country has been behind almost every nation from the start on this covid response why not keep using a vaccine that other countries find dangerous ! ! ! #terribleleadership #TrudeauWorstPMEver,country
1413538941815427075t,13 - year - old dies in his sleep three days after receiving second dose of Pfizer vaccine https : / / t.co/XSw84MTDlr this young man had no underlying health issues and his death is under investigation,side-effect
1244317956181540869t,@WalkerRandall6 @Brash_1 @kissmyass79 The point being we can weather this just like all other deaths . I am 72 an I am ready to get on with life . This shutting down all entertainment is taking away too much of our lives . There are NO cures for ANY Virus . It takes yrs to find a vaccine and then it mutates .,ineffective rushed unnecessary
1376944397296803851t,"@CBCNews The real question about AstraZeneca and vaccines is : If the AstraZeneca thrombosis side effect is « extremely rare » , and , is not recommended for age groups under 55 , its therefore , the COVID risks for under 55 is even much lower ! Thus , why vaccinate people under 55 ? !",side-effect
1374537478661578758t,@realJeff45 What is this crap ? It kills me when people say they can hug their family and friends now that they have a vaccine .,none
1312841749870645249t,@Pfizer_UK I ’ d rather believe the highly qualified #whistleblower experts before the WHO - Bill gates & Governments shills #scamdemic2020,political
1356907181115912194t,"@MartinDaubney @Unlocked_UK_ @sharrond62 Sharron thinks all athletes and fans should be vaccinated . You see Sharron thinks we all should be just to leave our house . So my Q to Sharron is why do want to vaccinate healthy people ? Should those who have had “ covid “ be vaccinated . Why are you pushing , untested vaccine ?",mandatory rushed
1364721165890183179t,"With regard to people who have died shortly after being vaccinated for COVID , those who think the deaths couldn't possibly be related to the vaccines like to throw around the phrase , "" Correlation is not causation . "" ...",side-effect
1403462305602486278t,"@AlexBerenson @moderna_tx I ‘ ll confirm I know someone who had the most dark , twisted and terrifying dreams while trying to fight off vaccine physical effects . I don ’ t know if I am describing this with appropriate intensity , but , he said the dreams alone were enough to keep him from getting the vax again .",side-effect
1245109623243206656t,"@theladychuck @kelseythoughtz Agreed . The medical profession is corrupted by Big Pharma . As such it has responded to an ( as yet ) unprofitable virus pathetically . I fear a future with a mandatory Sars - Cov 2 vaccine which may , or may not be , effective .",pharma
1298601047573835778t,@pepperedchef @The_Great_Mason @WSJ Well if people are so scared of a virus that kills < 0.5 % then it ’ s likely they would also be scared of a hastily approved vaccine . The virus doesn ’ t worry me at all but even I wouldn ’ t have that vaccination .,rushed unnecessary
1370942698073550849t,"Isn ’ t kinda funny how the COVID - 19 vaccine is politicized ? And now they ’ re starting to “ vaccine shame ” people who aren ’ t getting it , or who are still on the fence about it . They ask , “ You ’ re getting the vaccine , right ? ” Me : “ Nope . ” #EndOfStory #MyBodyMyChoice https : / / t.co/JboJGUVI6L",political
1405675952504381441t,@CogitoErgoSumAu @Donsvess Deaths are also associated with the Johnson & Johnson vaccine . https : / / t.co/pI5p6xifMH,side-effect
1336673377654874112t,@pfizer please be specific about what is in the COVID vaccine . Reports say “ severe allergic reactions ” and EAI but tell us what is in it .,ingredients side-effect
1438064471503691777t,@jpg1962 @JackieMayes5 @JuliaHB1 I certainly agree there . In fact it's immoral . Johnson stated yesterday that he'd be rolling out the vaccine * next year * to the developing world . However we get unnecessary boosters first . It's disgusting as the vax is working well against Delta . And there are no known VOC's .,unnecessary
1277765643413213190t,"So Canada ’ s vaccine trials are in cooperation with a shady Chinese company that is deploying its vaccine in humans without testing it fully . Sounds like a heckuva ethical outfit , ⁦ ⁦ @JustinTrudeau ⁩ . https : / / t.co/EBzhxtsdtJ",rushed
1346125056292880393t,Bulgaria Reports 4 Cases Of Side Effects From Pfizer Covid Vaccine https : / / t.co/SFpC54e9X3 https : / / t.co/1TaN45trXU,side-effect
1337761509590659078t,@JasonMillerinDC We ? He did fucking nothing but tell Pfizer we don ’ t want any more vaccines . https : / / t.co/TzsXuDTaDi,none
1328377861938548743t,@ChrisMilbank @robbystarbuck He does . Bill gates expected a 22 × return on his vaccine investment ( CNBC ) fauci works for him and moderna https : / / t.co/ZzF7RwR0kb,pharma
1287535686514544640t,"@NeilClark66 The leading company Moderna has never produced any approved drug "" EVER "" your bodies cells will be changed forever , think about that ! If you have a weak immune system will you produce antibodies ? Will you have a hyper inflammatory response ? serious questions about this vaccine",side-effect
1291466515427057664t,"@SeanCollins66 Don ’ t think there will actually be a vaccine , they ’ ve not managed a vaccine for any Corona virus yet !",ineffective
1350240582019510272t,As of December alone there were 3916 COVID - 19 vaccine related adverse events including 13 deaths reported from anaphylaxis to death - is it even safe for healthy people to take these experimental injections . https : / / t.co/2DQewmwzAN,rushed
1240241917423738881t,"@JerryAdeyeri Before it was monster energy drink now its Corona vaccine ... i pray that no one close to you will contact it ... but if anyone does , they shouldn't take a vaccine since it is from the devil",religious
1336064613008412672t,There is no proof that what Pfizer has even works .,ineffective
1326893827064393728t,"@Anarchohoodism @AjaSF Lol - top contender for Covid cure is a Russian made beta prototype vaccine . People already lining up , pre - ordering this "" cure "" like it's the new iPhone or Xbox . Wondering if PostMates delivers this ?",country
1403037201433350151t,""" While several medical conditions can cause a pulmonary infarction , the most common cause is pulmonary embolus . "" And I've got at least 4 of them from the Astrazeneca vaccine",side-effect
1366103612544475144t,"My mother is one of these . She was fine , had the vaccination and now she ’ s seriously sick in hospital because of the AstraZeneca mRNA treatment . This has never been tested , it ’ s being tested on us . It ’ s been tested on my mother .",rushed side-effect
1263063748501217281t,"@Bee42681881 @Majeh19 People that have had Covid , do not need a vaccine . Young people do not need a vaccine . So l hope it will be offered on a voluntary basis .",unnecessary
1364628689162547208t,I find it incredible that many people commenting on here dont know the definition of a vaccine . This is not a vaccine the Government are peddling . It's an experimental gene therapy treatment . Anyone taking it are the lab rats . These people want to depopulate the world by 80 % . https : / / t.co/UGaWqf8sx9,conspiracy rushed
1349647410465800198t,"ZERO % guarantee for Chinese goods * Days back , it was said that Chinese Corona vaccine was 78 % effective * But now it is said that the Chinese vaccine is just 50.4 % effective Getting vaccinated by Chinese vaccine is same as getting infected by corona virus ! 🤣 Plz stay away !",country ineffective
1405632106068316164t,"Vaccine fail : While the 2 - dose mRNA vaccine regimens seem to protect against Delta , more than 350 Sinovac - vaccinated health workers in Indonesia have tested positive The central Java outbreak is thought to be driven by Delta . #COVID19 via @Reuters 3 / https : / / t.co/8xZBIITQMN",side-effect
1344767160917368832t,"@SecAzar @US_FDA We don ’ t blame Trump , we blame you ! ! ! You have no back bone ! All you care about is how much income you and your buddies will get from the vaccine ! !",pharma
1414867155317833731t,"@Eldever1 @shaunandelly Just tell them to ask how long the protection lasts and if the manufacturer trust the vaccine today . Pfizer don't , and suggest the protection lasted six months , maybe https : / / t.co/YTPjppBUJN",ineffective
1334603333936541700t,"So an ex senior Pfizer chap is saying Covac sterilises women . If my kids take it . If that happens . Can you think of anywhere in the universe , the people responsible could hide ... I ’ d just want to be very sure about this say 2030 sure ... Erm ☠ ️ ☠ ️ ☠ ️",side-effect
1337858785998557185t,COVID can be cured by vitamin C & D No one should be forced to take a experimental vaccine Totalitarianism Immortal #Bitcoin fixes this,mandatory rushed unnecessary
1271804791384092674t,@Jack_Heinemann @BioSRP Sandeep expressing valid concerns about the rush to market Oxford vaccine that is getting rushed through trials ... thoughts ?,rushed
1333041615540203521t,"@leslsenior See https : / / t.co/0R2SeMp60W Triggernometry "" Are We Being Told Truth About Covid - 19 "" Biochemist tells how and why our masks , lockdowns , and vaccines are HARMFUL to our bodies , INEFFECTIVE AND UNNECESSARY . See my comment for WHY we have them .",ineffective side-effect unnecessary
1353659701125373954t,"@stuckinthemid89 @nadhimzahawi Illegally trialled without consent ? And the experts here are BioNTech , who developed the vaccine . Oh , and the WHO , BMJ , FDA , EMA , STIPO etc .",conspiracy rushed
1335630521574055936t,@Markrizla1 @10DowningStreet @Pfizer_UK @BioNTech_Group @MHRAgovuk How can they possibly know if 1 in a million people will have a severe reaction or die ?,side-effect
1285375395664146433t,"Please for the love of Jesus Christ , do not force us to get a COVID vaccine . I have been seeing posts all over the internet saying that schools are going to send out a positive test then the government is going to kidnap us until parents agree to a vaccine . Just Read the Bible !",mandatory
1303571229295616000t,The mainstream media seems to have been instructed by BIG PHARMA to keep the cameras in front of the morgue until the vaccines are brought . This strategic LIVE REPORTING is key here to prove this pandemic true in the public eye . #oxfordvaccine https : / / t.co/Diq1sF62M8,conspiracy pharma
1353432267687944198t,"@RichardHubsch @ivan2meyer @ricardomackenzi I said yes , just for fun , who give the damn about the damn vaccine anyway . They can vaccinate old people .",none
1338963871927730176t,"Citing Fatigue , Pfizer CEO Quits https : / / t.co/ii0MZDnxuf via @WSJ Are Pfizer Executives jumping off the vaccine train ? And when will they take their own evil potion ? Pfizer CEO , Albert Bourla said yesterday that he'll wait before he's punctured .",ingredients
1336369752172879875t,@Bricrabtree In EU testing vaccines on animals is illegal as far as I know . But Pfizer must have done their tests in US .,pharma
1439288176032555011t,Japanese Researchers Investigate Intracranial Hemorrhage Deaths Possibly Caused by Pfizer ’ s COVID - 19 Vaccine https : / / t.co/ykAvulbxb0 #BNT162b2 #Comirnaty #COVID - 19 #mRNA #Vaccine https : / / t.co/MHG6eOWfzI,side-effect
1325860421912457223t,@bashby87 Result of the US election is concluded ... Pfizer announce a vaccine 🤔 😏 Not for me thanks !,political
1286166166474555393t,"This is good news , but we're worried it will then add to the pressure to deem the vaccines acceptable . See : U . S . agrees to pay Pfizer and BioNTech $ 2 billion for 100 million doses of coronavirus vaccine https : / / t.co/1hzZWLHKES https : / / t.co/ImFkRJY0jE",mandatory pharma
1369628559359279107t,"@Bulamacartoons Because no covid vaccine gives 100 % guarantee that you won ’ t get the virus . And with mutations developing , you are still at risk of getting covid , though a mild case , even if you are vaccinated",ineffective
1310965102359851015t,@khloe I am never going to take the vaccine Khloe ! Its poison ! Elon Musk is just figuring out that the powers that be don't really care about us . Just google how many people die from vaccines and their side effects every year ! The Corona vaccine changes your RNA ! ! ! https : / / t.co/0tZUYCTGLN,side-effect
1265031425004392465t,"@BARDA @statnews btw where are the results of the vaccines you ordered from AstraZeneca in millions of doses ? It failed animal trial , didn't it ? Or I've heard wrong ? And setup of phase 3 is going on ? ! ! ! Of a vaccine which allegedly failed preclinicals ? 😂 😂 😂",rushed
1289143240814403584t,"@JonneyDunn @simondolan Safe vaccines take years to develop.Considering this virus has only been recognised for less than a year , by their own admission , don't you think it right that people would be wary of a rushed vaccine . Also , Pharma billions can buy a lot of politicians.Think on that 👍",pharma rushed
1283262899922886656t,"@OffGuardian0 Raise your hand if you want a "" CureVac - customized mRNA molecule "" added to your genome . Maybe why the EU suspended it's regulations on GMO's ? Because the next genetically modified organism is going to be us ( if we let them ) https : / / t.co/Yuj8Gw7qCU",side-effect
1302939809502187521t,@Pfizer_UK The brainwashing has not worked well enough for people to take your vaccines ! ! Keep going ! ! #sarcasm,pharma
1341762535121412098t,Still no news from her ... 🤔 and thay want us to believe she's fine . #vaccinesideeffects #COVID19 #CovidVaccine #sideeffects #Pfizervaccine #PfizerCovidVaccine #BioNTech,side-effect
1308374858250690560t,"@jimcramer There is this country called Sweden . Look them up . Also much of Sun Belt stayed mostly open , far lower death rates than Northeast . Let virus burn out . Do you ever question Gottlieb for conflicts of interests being on board of Pfizer , pushing MRNA vax ? Why r we listening to him ?",pharma unnecessary
1407241955654856706t,"Delhi Girl Suffers Deadly Neurological Complications Post COVID - 19 Vaccination With Covishield , Dies Within Days #CovidVaccineSideEffects #Covid - 19VaccineNewSideEffects https : / / t.co/K3NLPSOQY8",side-effect
1406828635131158528t,https : / / t.co/TxixI5pYDg Now that @BorisJohnson and @MattHancock are looking at boosters has the vaccine program failed . Watch the video and decide,ineffective
1328365901129760769t,"@DeborahKFreedom @Robert49342107 40 ? out of over 100000,000 children ? "" Linked to ? "" "" Suspected ? "" Stop with the fearmongering . Children will probably not even receive the covid vaccine , as they are not at risk .",unnecessary
1117759079156527105t,"@and_kell My pertussis vaccine wore off & in 2004 I was one of many who came down with a horrific case of whooping cough . Vaccines & other medical interventions are pushed on us long before adverse effects are studied . Birth control pills , another example , linked to breast cancer epidemic .",rushed
1355180491553574922t,"Cardiothoracic Surgeon Warns FDA , Pfizer on Immunological Danger of COVID Vaccines in Recently Convalescent and Asymptomatic Carriers • Children's Health Defense - From : Hooman Noorchashm Date : Tue , Jan 26 , 2021 Subject : COVID - 19 VACCINE ... https : / / t.co/3td59h03e7",side-effect
1337526914781679616t,"If this is what Pfizer call "" being honest & open "" , I cant see * any * country giving a license to sell this vaccine , & its becoming apparent why they were so insistent on getting liability indemnity before producing it ... It doesnt need to be like this . Publish the * full data * .",conspiracy
1376531386308292616t,"If you don't think that vaccine passports are going to be used to make every single one of us into slaves of the government and big business you are incredibly fucking naive . No surprise then , that I see #blueanon type morons saying ' just get the vaccine ' on here . We'reso fucked .",mandatory
1365349883637493764t,@MariekeWalsh It ’ s not a good vaccine . South Africa RETURNED over a million doses and opted for Johnson and Johnson instead as it didn ’ t work on South African variant !,ineffective
1363982972471422983t,@AceSocialist @Tiatodd1 @BorisJohnson 🙋 🏻 ‍ ♀ ️I am a teacher . And I ’ m afraid that I do not wish to be vaccinated .,none
1325929617396539398t,Many died from the first polio vaccines : RNA vaccines like Pfizer never approved for humans before GO VERY SLOW JOE BIDEN @FortRiley @FortCampbell @fort_mccoy @USAGMcCoy @FortMcCoyMWR @18airbornecorps @camp_lejeune @WalterReedNews @WalterReed @TheVillages @TheVillagesNews,rushed side-effect
1376874281708228614t,⛔ ️No more Astra Zeneca vaccinationns for under 55 years of age in Germany . Too many strange thrombosis and deaths have occurred . ⚠ ️VIPIT - vaccine induced prothrombotic immune thrombocytopenia seems to be causing theses weird thrombosis and deaths ( mainly in young females ) .,side-effect
1376739071180079104t,"@michaelhodapp_ @libtard42069 @GregAbbott_TX weird , my doctor told me the vaccine doesn't prevent infection , just strongly reduces symptom severity once acquired .",ineffective
1283504889507704832t,I trust this new covid vaccine about as much as I trust anything the media tries pushing on us this hard . Watch Dem governors start unconstitutionally demanding it necessary to take this “ vaccine ” to go back to work or go anywhere in public .,political
1239970841317658632t,@HighWireTalk The dumb biocidal #Biotech genius's version of #SavingthePlanet . Edit everyone's genes without their full comprehension of the implications . What were the undisclosed viral targets ? #mRNA #Genocide #COVID19 #COVID2019 #Vaccine #ModeRNA #DARPA #CRISPR #offTarget #GatesFoundation,side-effect
1329900014534078467t,"MRC - 5 is currently used to make Hepatitis A , Varicella ( chicken pox ) , & Polio vaccine . It ’ s taken from lung tissue of 14 week old aborted males . Our drug companies depend on abortions ; no wonder Planned Parenthood is big business . I heard today it ’ s in the new Covid vax ? ? https : / / t.co/ARYX0Ei037",ingredients pharma
1338569650788032515t,@ElizLanders @anniekarni @maggieNYT So sad that they feel that vax is their Savior . Less risk in getting the cold virus ( aka rona virus ) than getting jabbed with this #shotinthedark #herdimmunity #myGodmySavior,unnecessary
1271845427143274499t,"#Astrazeneca wins #coronavirus #vaccine deal with Germany , France , Italy and the Netherlands This sounds fishy Fishy as hell . Unproven #vaccine and everybody in the world are clamouring for it India included . https : / / t.co/ZlVcoHrdRh",rushed
1374365188908982275t,@samstreetwrites @lisachristinect That doesn't sound very voluntary . What about those who choose not be be vaccinated ?,mandatory
1325857293141831680t,@BurtReynolds0 @CarlWarmac @prayingmedic Me either . My immune system was almost shot 2 years ago before I stopped vaccines . Been getting stronger ever since . PS my very healthy 57 year old cousin passed away from flu and pneumonia this year ( neg for covid ) and she was a staunch vacciner .,side-effect
1264375804101705729t,"@CNBC #Moderna vaccine for #COVID19 is not good or reassuring . The high dose caused 20 % severe adverse events according to their press release - too hot for routine use . Also data from last year ( Search ; Feldman , Vaccine ) shows their mRNA flu vaccine generates only short - term immunity",ineffective side-effect
1341139216219197442t,"@TruthExVaxxMom The hospital has an obligation to let the world know she is OK , otherwise Pfizer needs to report this death asap to the public with confirmed causality ! This new vaccine's ' approval ' has a conditional status , observing specific pharmacovigilance requirements for event reporting .",side-effect
1375197295948484611t,"@Lawson_PJL5 @PoliticsForAlI @TimesRadio Total joke . The young ( 18 - 40s ) won't be getting the vaccine . They are already limiting it now , supply is getting shorter . I won't bother if I have to do this just to go to the pub . I would for holiday but nothing else !",none
1375491316486975491t,"@reopenpa I ’ m not even against the vaccine , but this is crazy . No one knows if there are any long - term impacts from it and this age group has almost no risk from Covid .",ineffective
1336064562685153280t,"@yashar Okay , but the Pfizer one can make women infertile ... so why would we want MORE of it ? Hell , why would we want any of it ?",side-effect
1344386356236189703t,@miamalan @SAHPRA1 @JNJNews Why are they pursuing a vaccine whose clinical data has not been released ? Our healthcare workers are not be to made Johnson and Johnson guinea pigs .,rushed
