ID,text,labels
1339231165186764803t,"@ProfJSDavies You realise that Pfizer didn't even carry out sufficient trials right ? They weren't due to be concluded until January 2023 , so how comes they've seemingly cut corners ?",rushed
1390394227276668929t,Digong's Sinopharm propaganda melted 😂 ? Infectious Diseases expert Dr . Solante says he will monitor Duterte for any adverse events after he received an unregistered Sinopharm jab . WHO experts voice ‘ very low confidence ’ in some data provided by the Chinese - made COVID vaccine . https : / / t.co/LKp0qRSvfJ,country rushed side-effect
1291560201837875201t,@paulmuaddib611 @Charitable_Fury I have seen reports . That a lot of ppl who had the flu vaccine got Covid the worst .,ineffective
1330904062322225152t,"@Brad_Neal_07 @KBaxter20 @UniofOxford @AstraZeneca @trishgreenhalgh What many if not all fail to mention , is the long list of side effects , including death , that come with even the flu vaccines . Many don't even read the disclaimers as they sign their names at the clinics . And unlike you garden variety flu , covid kills .",side-effect
1382297953176543232t,"Oh , the Vaccine currently banned due to deaths ? Inventor claims Brexit allowed scientists to develop Oxford jab https : / / t.co/hE6av8OIWU",side-effect
1339171878510923778t,Why would a healthy person take the risk of becoming very sick by taking the untried and improperly trialled Pfizer vaccine ?,rushed
1366157520679563264t,"@rolandangeles To cut the long story short ( nicely done ) , this gov't is giving us a run around so they can leave you with no choice but to accept the Sinovac vaccine . Kakapagod talaga yung paikot - ikutin ka tapos ituturo sayo maling daan pa .",mandatory
1421762813375107075t,"@benzosarebad This person is urging people to get the AstraZeneca - Oxford vaccination , which we know has serious risks . And she is asking people to DM her if they are "" on the fence and not sure "" . It's outrageous , unprofessional , unethical , and irresponsible for a journalist to do this .",side-effect
1365570758198648832t,"@GoldCoast805 @LSobiscius They actually die from the vaccine , do you read news or just mainstream fairness ? the third wave what they talking about will probably kill a lot of people , and will probably caused from the vaxx ..",side-effect
1325860460755779584t,@Pfizer_UK No thanks I ’ ve got my body ’ s immune system that does a great job for me . You know what you can do with your vaccine .,unnecessary
1337824784177127426t,@10acious_Diva It ’ s about 6 different vaccines in the same stages including the one you mentioned . I ’ m focused on the purely European one 😂 😂 i don ’ t trust Pfizer,pharma
1334789214433497088t,"Priest who took part in #Moderna vaccine dies , cause unknown ( WTF ? ) , might have had a heart attack . Three of the 15 human guinea pigs in the high - dose cohort - 250MG - reportedly suffered a "" serious adverse event "" within 43 days of receiving Moderna's jab . That ’ s 20 % !",side-effect
1335147867351244800t,"@Caveman_1975 @MattHancock @pfizer @BioNTech_Group If you read about it all they claim is it reduces the symptoms ... that ’ s it They don ’ t know if it stops transmission , his bad it will be when you get it ... in a virus where 99.7 people survive ... what ’ s the point except old and ill taking it",ineffective unnecessary
1373864750468190210t,PSA if ya wanna get a COVID vaccine ! ! MEAL PREP ! If you get tired ain ’ t NO food getting made . HYDRATE OR DIEDRATE ! Fever = drink more water SLEEP ! ! Your body needs rest . Medicate - Tylenol and ibuprofen Remember - vaccine does NOT equal immune ! Thanks for coming to my Ted Talk .,ineffective
1444724962456133640t,BREAKING – Pfizer stand accused of experimenting on orphan babies to test their Covid - 19 vaccine ( Pfizer is the friendly face of China's ...,conspiracy
1400044402916179969t,"Israel sees probable link between Pfizer $ PFE $ BNTX vaccine and myocarditis cases "" there is a probable link between receiving the second dose vaccine and the appearance of myocarditis among men aged 16 to 30 "" https : / / t.co/s7giFstDBf",side-effect
1338185960412987392t,@Suav58 @adam_tooze @colbyLsmith Pzifer has found 8 % of people have PEG allergic reactions that can lead to death . PEG ( polyethylene glycol ) is the delivery system for mRNA Covid vaccines through cells . Know you PEG status before taking mRNA vaccines . Otherwise it's Russian roulette . https : / / t.co/exBdemU3JG,side-effect
1352891088495812611t,"Vaccine with tracking chip , they are same across the globe : )",conspiracy ingredients
1331197361574588421t,"@rtenews Why ? If We washed our hands , wore masks , endured lockdowns there was hope of going back to normal ... , now if we get vaccine .. NO NORMAL EVER . MODERNA CMO TAL ZAKS trial results do not show that the vaccine prevents you from FROM INFECTING OTHERS . ? ? https : / / t.co/2EuL0KFthC",ineffective
1320812667813031936t,"@dockaurG @CanAditude @quea_ali Masks after the Vaccine ? ? ? Insanity of some of the medical profession at a new level . Absolutely not . Dr . Kaur , appreciating your sane thinking more and more .",ineffective
1344963238266621952t,@DHSCgovuk So why have you botched the regime of vaccination with the Pfizer vaccine completely failing to follow the science ? Here is our letter to @MattHancock and JCVI #covidvaccine https : / / t.co/8f7bkSDJr8,ineffective
1301553323338760192t,"@WHO @endmalaria @DrTedros @opsoms @WHOEMRO @WHOAFRO @WHOWPRO @WHOSEARO @pahowho @WHO_Europe People saw that Covid and forced vaccines didn't work , now they made genetically modified mosquitoes 🤔 ... God is watching .",ineffective mandatory
1363924500652437510t,@JamesDalyMP @MattHancock It is an experimental vaccine only authorised for emergency use . It is illegal under international law to coerce people into taking it This country needs to move on and open up but Johnson wants CV19 to drag on 99.9 % of healthy < 60s fully recover - do not need a vaccine,mandatory rushed unnecessary
1336566274760044546t,@rupert_pearse I have no issues over safety . I just don't believe the oxford vaccine offers the degree of protection I need to get back to some sort of normality by Easter . Can you reassure me ? It's an important question .,ineffective
1354062326115143681t,@world_tyranny @scotttopia @AlexBerenson 50M people vaccinated worldwide . You ’ re proposing 1.2 - 1.4 M “ permanent side effects ” from that ? You think that might be just a bit more noticeable ? You might need to link to the CDC source document .,side-effect
1364135862456496130t,"@smile28554950 @Roydini25 Sadly , me too . A nation of scientifically illiterate , bedwetters , happy to accept fudged figures & draconian restrictions on our freedoms for a virus with + 99 % recovery rate , desperate to swap a natural immunity for a corporate "" vaccine "" product in return for ' normal ' . $ $ $",pharma
1282784778253672448t,"URGENT : Do NOT accept the covid vaccine 🙏 Please @BorisJohnson And @realDonaldTrump , @DrJudyAMikovits , @DrKlinghardt @Danieladeiosso1 The World needs your help 🙏 🙏 🙏 Stop the deadly vaccine . https : / / t.co/8fj7xs6KAq",side-effect
1355556844597628930t,"@BorisJohnson medical killer https : / / t.co/Q5h9DisypF The most significant , totally predictable and a void full medical killer is a Covid vaccination . https : / / t.co/jCe4JtBHCk",side-effect
1332358569044422659t,BREAKING ! COVID - 19 Scams : Revelations Of AstraZeneca Manufacturing Error Puts Vaccine Study Results Into Serious Doubts - Thailand Medical News https : / / t.co/ABxPmidN2X,pharma rushed
1354545208571133962t,The NHS Scotland TV ad for the ‘ vaccine ’ ... ? 🤣 🤣 🤣 . Have these actors have no conscience at all ? Pathetic ! #scamdemic,pharma
1400072913643098116t,"In Israel , 275 cases of myocarditis among 5 million vaccinated . "" The study found there is a probable link between receiving the second dose of Pfizer vaccine & the appearance of myocarditis among men aged 16 to 30 ... 95 % of the cases mild . "" https : / / t.co/p9Qmtch1FL",side-effect
1336406113365848065t,"Global Emergency ! Author of US Bioweapons Law says Pfizer mRNA Vaccine “ is a bioweapon ” One of the leading experts in bioweapons & international law , Dr . Francis Boyle , joins Alex Jones to discuss this breaking development",conspiracy
1363972649458794504t,"@hazboy @talkRADIO @THEJamesWhale It hasn't been done before because it's unethical to do this . This is why they do animal testing , and previous rna vaccine tests on animals , when given the wild virus , killed the animals . It's called ADE antibody dependent enhancement . https : / / t.co/oDWA4gmJLQ",side-effect
1258929248896761856t,"Bill Gates cannot be trusted . Don ’ t get the vaccine , he ’ s funding all of them with ill intentions . Wants to get rid of cash to have a digital economy . Smh do your research on this man & the COVID agenda . Billionaires are trash , making money out of our demise .",pharma
1418722654668787715t,"to their fellow citizens . Full article here . ( Refer to post ) Mordechai Sones also has his own radio broadcast in Israel , and a few weeks ago he began his broadcast by reading the names of 28 people who have died following the Pfizer experimental COVID mRNA injections . -",side-effect
1292073866240507904t,@FireQuinito Then why are the Oxford vaccine being produced already even before the results of the phase 3 where there is no data of it .,rushed
1346704794900168706t,Scientists criticize ‘ rushed ’ approval of Indian COVID - 19 vaccine without efficacy data | Science | AAAS cricitizenthe North Americans ones : finding contraindications out after fact no screening checklist No testing for allergies to contents poor mgt https : / / t.co/5aATDnOfKt,rushed side-effect
1255166581270671360t,Swine Flu Vaccine May Be Linked to Rare Nerve Disorder https : / / t.co/MpUDDyzzoD,side-effect
1334997357843386369t,"@GrahamNeary https : / / t.co/HQJF52orOk . @POTUS “ Moderna vaccine is not morally produced . Unborn children died in abortions and then their bodies were used as ‘ laboratory specimens ’ . I urge all who believe in the sanctity of life to reject a vaccine which has been produced immorally , ” he said .",side-effect
1354994313902645249t,@anthonyfurey I don't want my grandkids to get vaccinated until we have more data on their long term health effects . Think people .,rushed unnecessary
1387576028927774720t,"New post ( ' Fit and healthy ' engineer , 27 , died three weeks after having first AstraZeneca anti - Covid jab ) published on https : / / t.co/RaBjl5DDcP - https : / / t.co/rZfiz5M4VC",side-effect
1278998230349553665t,Dr . Tenpenny Agrees with Dr . Mikovits that 50 Million People Could be Killed by a COVID Vaccine https : / / t.co/5XECaHE3Iv #BitChute,side-effect
1377119532561571841t,"@VishnuNDTV Why is the Indian government so hell bent on authorising untested vaccines , when such vaccines create hesitation and reduce uptake rates whilst safe vaccine ( covishield ) is available but getting exported . Indian lives less important than PM's image ?",political rushed
1048372107049095169t,"@KimRossi1111 Mothers of autistic children are mocked & set - straight by too many "" experts "" out there . My sons predated vaccine overload . They suffered oxygen deficiency at birth . Brain damage that causes autism can come from many different factors . Research on vaccine injury must be demanded .",side-effect
1297765722404212736t,"#qt - don't talk to me about vaccine unless you are willing to release the Letter of Intent . No transparency , no interest .",none
1222251729296789505t,One thing is for sure Not going to take any jabs Not even a vaccine if one is available,none
1322848937695391745t,"@silvano_trotta Same situation in Germany . Deep state includes media and exists all over the world . Sad , that so many people believe in this bullshit and do not inform or think theirselves . Do not take COVID vaccine - it will modify your genes and maybe kill you . Inform yourself !",conspiracy side-effect
1365876987743641602t,"@BergyBadger @MollyBeck If 47 % of the population wont get the vaccine , maybe dont blame it on the people not getting it , and learn about why we arent getting it , it's not the people's fault for a closed society , it's the governments fault https : / / t.co/o3FEudTAG1",none
1364350223162765314t,"Listen to me now . We will agree to do our Vaccine Passport only when you'll get a normal hair style , man . Never . @BorisJohnson #BorisJohnson",mandatory
1446233902599786501t,"At this point , any pro - covid - vaccines normie should start questioning a bit , or at least hold off their plans to get vaccinated . If you don ’ t , then I ’ m sorry to say , you are objectively either dumb or reckless . #Moderna #CovidVaccine #Ontario https : / / t.co/1JYkwP1XSq",none
1280531507707367424t,You got me fucked up if u think I ’ m taking that fucking corona vaccine aka the mark of the beast .,none
1334438090308521986t,@AndyBlakey_ @ukcolumn @BBCNews @pfizer That would explain why gov ’ t is so willing to ‘ play the odds ’ on people developing adverse reactions ( e . g . this gov ’ t saving face vs the compensatory payouts of a future gov ’ t ) and why pharmaceutical executives / employees have sold off MILLIONS in vaccine shares of late .,political side-effect
1365349883637493764t,@MariekeWalsh It ’ s not a good vaccine . South Africa RETURNED over a million doses and opted for Johnson and Johnson instead as it didn ’ t work on South African variant !,ineffective
1334461619783561216t,REMEMBER Boris and his great reset mates want massive world depopulation ! The CEO OF PFIZER warned about the fact that the Pfizer mRNA VACCINE will not only change your DNA but is also design to STERELIZE YOUNGER WOMEN ! https : / / t.co/CE4pFKzzpE,conspiracy side-effect
1375447265750491143t,"@scowlinghazel @Jennife44271672 @CNN There's no law that says that the government can't mandate that stuff , @Jennife44271672 . You are free to NOT get the vaccine and spread the disease in your own home , on your own property . The government is also obligated to get the country open and people's lives back to normal .",mandatory
1388692724287565824t,"39y ♀ ️ #Janssen #Miscarriage #VAERS "" The minute after the vaccination I had fainted , vision went , low blood pressure ... next day , I had severe headache , with nausea , and a day later I had bleeding ... I had miscarriage . I was 7 weeks pregnant "" https : / / t.co/aNmLQSTpKw",side-effect
1288781221191983106t,This vaccine is : - being framed as a huge nationalist victory on par with Sputnik - being promoted in the absence of literally any published data on safety and efficacy - being approved before phase 3 studies have even started,rushed
1383500623002226693t,"„ These case series show that a number of previously healthy young people have so far been killed by the Astra - Zeneca vaccine . Considering their age and underlying health status , the risk to them from covid - 19 itself was infinitesimal . “ https : / / t.co/EdTChIAXxa",side-effect
1334919111449710594t,Anyone out there still believing shit will go back to normal after a vaccine ? Get your head checked . #Pfizer #scandemic #WhyAreTheyDoingThis #fuckoffboris #fuckboris,ineffective
1286604008937881600t,"IT BEGINS ! ANTI - MASKERS WILL SOON BECOME ANTI - VAXXERS ! YOU WON'T BE ABLE TO WORK , SHOP , GO TO SCHOOL WITHOUT THE RUSHED VACCINE , WHICH WAS NOT EVEN TESTED IN ANIMALS ! 👇 Prime Minister Boris Johnson says on opponents of COVID - 19 vaccination : anti - vaxxers "" they are nuts ” NUTS ” - SKY",rushed
1355678622854483968t,So get the vaccine and still get the virus ... hmmmm makes sense ? ? ? Congressman who had second COVID - 19 vaccine dose tests positive for virus - Fox News https : / / t.co/cmWjhG0Rdc,ineffective
1410963593529495554t,"#VAERS #vaccinedeaths 16y ♂ ️ #Georgia died 4 days after 2nd 💉 #Pfizer #Covidvaccine "" Write - up : Prodrome of headache and gastric upset over 2 days following second dose . Then felt fine . Found the following day dead in bed . Autopsy pending "" https : / / t.co/b0AFWZT5Lg",side-effect
1374921686361968642t,@fordnation Still not taking the AstraZeneca Vaccine no matter how much you people are trying to convince us . A friend in the UK had it and he was sick for a week after 1st jab .,side-effect
1263919171554983939t,CATASTROPHE : 20 % of Human Test Subjects Severely Injured from Gates - Fauci Coronavirus Vaccine by Moderna - Fort Russ Give it to themselves please and get back to us ! https : / / t.co/ojfnMLQFg3,side-effect
1355221103317159936t,This vaccine is real iffy tho so just be cautious watch the people who have taken it . Soon enough we ’ re all gonna know at least one person who took it,none
1295290740986134529t,"2 ) I heard that on ( again , I can't recall on which news channel ( s ) - more than one if I recall correctly ) ( when the #RussianVaccine was announced ) that Putin said one of his ( two apparently ) daughters had the vaccine and some minor side effects ..",side-effect
1374909960803418112t,"Well @AstraZeneca has destroyed my belief that they are honorable , and I expect the numbers and quality / efficacy of the vaccine they produces is tainted until someone else can reliable investigate and report Yeah , That #Taint , every living vertebrate has one .",ineffective
1426163896688185348t,Japanese regulator finds that Pfizer vaccine concentrates in ovaries of rats . #CovidVaccine ( @ThetaNought ) https : / / t.co/KmSYOeplzu,side-effect
1331489163430875141t,@ivyleaf_3 @SwizzleSister @theage No evidence any #CovidVaccine prevents viral retransmission so mandated vaccination is for appearances not for science .,ineffective
1364726042045341699t,@blasphemios @FinancialTimes A 100 % is not required for herd immunity . Why don ’ t you and yours take the vaccine and let natural selection handle the rest ?,unnecessary
1399513562255659010t,""" South Korea has recorded its first case of blood clotting linked to the AstraZeneca Covid - 19 vaccine , with one man being hospitalized . "" "" ... has been linked to a number of cases of potentially fatal blood clotting in all around the world , with deaths ... "" https : / / t.co/rwOcbwTQlg",side-effect
1408441972608667648t,"Indonesia ’ s Doctors Got Vaccinated With Sinovac , and Got Sick - The New York Times https : / / t.co/0U7xx3QSSR via @GoogleNews",side-effect
1340673105304440832t,"@MollyJongFast @Lamo_Inc It ’ s not good for #VaccineHesitancy . It ’ s is #Tuskegee 2.0 . Watching as the #HaveNots die , studying the phenomenon for nearly a year , and then giving the #Haves a life saving intervention .",rushed
1333458418057826309t,@nadhimzahawi I do hope you are going to offer people the chance to have an anti - body test prior to instilling fear ( much like 1930s Germany - well done ) by removing their freedoms ( or inciting removing of freedoms ) . Anti - body = no vaccine needed .,unnecessary
1354856659458248708t,@brandonbruegem2 @GovInslee @WANationalGuard Also a vaccine that was not tested on animal models prior to be given to the public . It hasn ’ t been proven to slow transmission only reduce potential symptoms . Moderna refers to their vaccine as “ software ” https : / / t.co/BUWGKstvLs,ineffective rushed
1251324394623979521t,"@jtoca2 @BARDA @NIAIDNews @US_FDA Do explain @BARDA @CDCgov @NIH @moderna_tx Crazy - totally unproven platform , No animal data to prove safety , testing on humans without basic protocol , Dr Fauci legacy could be destroyed . Lives at risk . Where are #OtherVaccine #candidates - how are our tax $ $ spent on 1 #unproven 💉",side-effect
1351356924252471297t,"California halts injections of Moderna Covid vaccine batch due to ‘ higher - than - usual number of adverse events ’ https : / / t.co/uGf2bZk9Hl The mNRA Covid - 19 Vaccines are showing very negative irreversible side effects and worst case , even death not yet identified ! ! !",side-effect
1371969864831762433t,Moderna Is Testing Its Covid - 19 Vaccine on Young Children - The Wall Street Journal Which Young children America ? Is This the actual picture with children in line to be tested ? I sure don ’ t see no white kids being used for this Experiment ? https : / / t.co/nzvNfLOu4G,conspiracy
1350893595088322560t,"Interactions information for the ATRAZENECA COVID - 19 VACCINE . Clause 6.2 "" In the absence of compatibility studies , this vaccine must not be mixed with other medicinal products . "" So having your second jab with another COVID - 19 vaccine is a bad idea ! !",none
1360234373337997312t,"@US_FDA @DrWoodcockFDA @CDCDirector @pfizer did the vax trigger this inflammatory response in this previously infected person ? Should America be indiscriminately vaccinating those with recent COVID - 19 infections , known or occult ? It is highly likely that so doing harms some .",side-effect
1292300295482089473t,"@kjgillenwater I ’ ve never gotten a flu shot , and now that the FDA is investigating the use of cancer - ridden human DNA in those shots I ’ m pretty glad I didn ’ t . I won ’ t be taking the COVID - 19 rush - to - market vaccine either .",ingredients rushed
1254108888422481920t,"@dbongino You have an enormous follow base , @dbongino . We know the media is corrupt , in bed with the enemy , they want socialism ; we know they want a bill gates vaccine for the Chinese Coronavirus . Please push : how to outsmart them , be steps ahead , to save America . 🇺 🇸 @realDonaldTrump",none
1374468260104564743t,"In multiple ways the data and methodology for this vaccine keeps getting questioned . Is there fire behind the smoke ? AstraZeneca used ‘ outdated and potentially misleading data ’ that overstated the effectiveness of its vaccine , independent panel says https : / / t.co/bA7MV4bEZ1",ineffective rushed
1281584140282929152t,#WHO are the #MasterMinds behind #Covid ? Who wants to #Depopulate the #Planet #Earth and Force #Vaccines Control #Commerce #FakeNews #TruthOfTheMatter #ExposeCorruption #CDC #LidFlutters #Lifestyle_Miami … https : / / t.co/pXA5HoJtMV,conspiracy
1372652062052339716t,"Pfizer on the left , Oxford AZ on the right . Don't be tempted to get the Covid Beetlejuice folks ; you'll regret it .",unnecessary
1296029389889519616t,"@ellymelly More concerned about the premise behind it . There has never been a successful , effective , vaccine for Corona type virii , but we're throwing money at anyone who claims they'll have one ' soon ' . Isn't that just encouraging them to be overly optimistic about their chances ?",ineffective
1332976857654837248t,@MitaliLive I would rather take my chance with COVID - 19 than with this vaccine - till the international news media starts reporting improved efficacy of the Oxford vaccine . I guess it will take a few months after that for the improved formulation to be available for the public in India .,ineffective
1328433158358847490t,@cmclymer I don ’ t think we should get COVID vaccines . It ’ s unfair to everyone who has died of COVID .,none
1277494311819415552t,"@RoryBurnside @COVID_Australia and what would happen after those 3 weeks ? This only ends in one of 2 ways . Herd immunity , or vaccine , and given nobody has made a successful vaccine to any previous COVID strain ( and they've been trying for decades ) , that seems like an unlikely option . Focus on the endgame .",ineffective
1254764538936745984t,"There will not be a vaccine for Chinese Bat Soup Flu AKA COVID - 19 , just like there is not a vaccine for AIDS . Reality , Deal with it . Live your life . Oh and a society that wears masks of any kind , is a society that is fed constant fear propaganda . Not the way I want to live .",country
1336532062405201920t,"@MNCovfefe @nytimes Yes , 4 people did die after getting the Oxford Vaccine . 1 got murdered , 1 died from blunt drama , 1 died in car cash and 1 died from a fungal lung infection .",side-effect
1231667933413167104t,Leaked documents show that GSK ’ s 6 - in - 1 “ Infanrix Hexa ” vaccine KILLED 36 infants https : / / t.co/9al9VQaxrC,side-effect
1365434104053833731t,"@ashishkjha If it's all I can get , I guess . Still will not leave home with that vaccine . Will not feel safe . Enjoy the "" new normal "" .",ineffective
1354157628071567360t,@MollyBeck @TimCarpenterMKE @StateSenLaTonya Or you are in the 99 % of people who wont have to worry one bit about coronavirus and the vaccine makes no difference,unnecessary
1284272296325152768t,@ml_1maria watch through this and see hoe USA tested A CORONA VIRUS ' vaccine ' on PHILIPPINES CHILDREN KILLING SOME OF THEM https : / / t.co/kvXDvgXSyl,country
1331163161291055105t,"@chipfranklin No . Definitely not the one developed in the US . Probably not AstraZeneca ’ s either , although that would be my pick - 1 shot , not a 2 phase , normal refrigeration , FRACTION of the cost .",country
1268269451763486721t,"now set on Haydon ’ s television career . He is no longer useful to the Pharmedia narratives that all vaccines are always safe for all people , that Moderna ’ s business partners , Tony Fauci and Bill Gates , were justified in skipping animal studies and that Moderna ’ s vaccine will soon",pharma rushed
1332764267423162374t,"@TexasTribune Problem ; the vaccine tends to knock the sap out of the recipients with high fever , extreme weakness , etc . for at least a day . Essentially as bad as mild COVID . Yes , healthcare workers will need to take it . But can the elderly not take it & survive it ? https : / / t.co/alJn09Yrkv",mandatory
1297928735547629568t,"Many believe they have long planned a second wave , perhaps hitting the kids this time , in order to scare the sh ! t out of the rest of the sheeple into submission of "" voluntary "" vaccination . Hence , no reason to do anything , like thinking of an exit strategy https : / / t.co/MP2iEpryWG",conspiracy
1336275269540319232t,@Tombstone1954 Politicians their media and Pfizer employees should take the vaccines first,none
1294638427649048578t,@EvidenceMatters Can you please show evidence of a successful MRNA vaccine ? Should we subject our children and grandchildren when they are not at risk from Covid ? https : / / t.co/B26XsSUqWs,unnecessary
1371456418050609152t,"@GeorgeDavies4 @Alan__020 As the evidence for available treatments , like #Ivermectin , grows , the need for emergency , ' vaccine ' trials stalls . The vulnerable should have 2 doses of the experimental ' vaccine ' , impacting 99 % of likely ' deaths with .. ' . Lockdowns will kill many more than covid has .",rushed side-effect unnecessary
1325880964967329794t,We don't want your fucken #vaccine we don't want our DNA changed we don't want to be controlled by the #elite . FUCK IT OFF US company Pfizer says early data signals COVID - 19 vaccine is effective https : / / t.co/ZC0kQD4rNK,conspiracy side-effect
1316354712166379520t,"@muhammadalien @humanconditonwf @FatEmperor @simondolan @bobscartoons @allisonpearson Agree , then use Bill Gates assets to compensate those affected , just before he gets injected in the eye with his beloved Moderna vaccine .",pharma
1375304282908491776t,"Unless I get the shot I want , they have to come take me down . You don't know which it will be , or maybe even a Placebo . Californians 16 and older eligible for COVID - 19 vaccine on April 15 , 50 and older on April 1 https : / / t.co/rvYHCVM5iE",none
1397877831426838531t,U . K . researchers have linked the AstraZeneca COVID - 19 vaccine to the first incidences of strokes caused from blockages of major arteries in the brain . https : / / t.co/QujrHg3f3P,side-effect
1344530203243126784t,"PFIZER 12 week dose warning . ( The foto is supposed to be a volunteer receiving the vaccine , surely it is someone giving blood ? ) ' no data ' in its studies to show its vaccine protects against Covid when taken 12 weeks apart . ’ https : / / t.co/dTREFtb1tu",side-effect
1253454175238840321t,"I have no problem with that , you can't pay me ( deplorable chilly ) enough to take a vaccine !",none
1292113802142584834t,@imgrund I'm leery of the Moderna one for obvious reasons .,pharma
1304028423153758209t,"@drdavidsamadi @KarrieFleetwood Never been vulnerable to other Corona virus ’ , don ’ t get the flu , don ’ t really get colds . No underlying comorbidities , likely to recover fully . No reason to risk a new vaccine .",unnecessary
1324332656759312385t,@Jeremy_Hunt @fact_covid why are Pharma companies being allowed to wash their hands of all responsibility when it comes to a Covid vaccine ? Is it because vaccines actually take decades to produce properly ? https : / / t.co/rO37p3altP,pharma rushed
1321983639786172416t,"@Hellcat707S @realDonaldTrump @POTUS the inlaws say they would never take XYZ vaccine , buuuuuut ... their vote for Biden goes against that ... what do we call that ?",political
1336031702561546242t,@runnerosborn Ben please explain why Pfizer need LEGAL PROTECTION for the covid vaccine ? ? ?,pharma
1333975075964530688t,@BorisJohnson End hiv by 2030 . But you think you have a vaccine to stamp out the deadly disease of covid . Within 8 months ? Hasn't hiv been around since 80s .,political
1328370730925391872t,I think I'll skip Pfizer and wait for the really good stuff . https : / / t.co/lecHGO7osi,none
1383015588331622404t,The Therapeutic Goods Administration has confirmed the fatal blood clotting suffered by a 48 - year - old Australian woman was likely linked to the AstraZeneca COVID - 19 vaccine 💉 🇦 🇺 #Coronavirus https : / / t.co/tKLErht5F1,side-effect
1284316161694367744t,@GabeFeycat @WOODTV @GovWhitmer They have the state of California shut down until the COVID vaccine is produced They claim they are working on a drug just like the flu shot that they promise to give you every year .,none
1354214108439191559t,Woman is wrong ! If she gets a second dose she could develop a much serious condition anaphylactic shock ! if her airways close she could die despite epipen Woman will get Moderna COVID - 19 vaccine second dose despite allergic reaction to first https : / / t.co/FTZk1YK7As #FoxNews,side-effect
1320321949139075073t,"@dad_liams Yes , why are they not being tested to the same standards ? Some vaccine manufacturers use other vaccines as ' placebo ' , while others use true placebo's .",rushed
1164664964990169090t,"@MsSmartyPanda That's not why they died , they died from malnutrition ... The vaccine only even works 25 - 50 % of the time ... And we've never been close to herd immunity . I wouldn't be surprised if this trend in vaccination actually causes the next major outbreak through mutation . Meh ...",side-effect
1371783133343932421t,"@ClarkeMicah @Bonsai_Bill Hitchens is unable to grasp that people can be pro vaccine but also have legitimate concerns about covid specific vaccines , which are not allowed to be discussed .",side-effect
1445898193624043520t,"* Every * American has to be tested twice a week ? So you're saying the vaccine was pointless and that the vaxed are no better off than the unvaxed . Well , if I'd subjected myself to Russian roulette , I'd be pretty pissed off . PS : It's not normal to smile when announcing shitty news . https : / / t.co/DK7Q1ZA6y1",ineffective unnecessary
1288057353452040194t,"People getting called anti - Vaxxers and treated like leper ’ s coz they don ’ t wanna take a vaccine that ’ s being rushed thru the back door , the length of time to test and safety has been comprimised . Who in there right mind would play Russian roulette with https : / / t.co/3hyjuKYc9G",rushed
1286646710777905152t,"And he has the nerve to call vaccine sceptics "" nuts "" . Johnson is stark raving mad and extremely dangerous . If he's not removed ( along with half of his cabinet , including Psycho Hancock ) , he will almost certainly destroy this country , no ifs not buts .",political
1311418859321204738t,@Keeping05418062 @SeaDogSpeaks @juliammea @NeilBritt4 @emmakennytv I dont mind that part of it i have nothing to hide they have been watching for years.just dont want an untested vaccine tested on me or be an outcast if I dont,rushed
1325933288293355521t,"@pfizer @BioNTech_Group If you are going to lie you should at least Get rid of all the evidence . Shameful . Me , my family of my friends will not be taking your vaccine . https : / / t.co/c0rOgp7Znc",pharma
1308425968785281025t,"@Great_Dane59 @chigrl @UKcorntrader so , circling back - given * my circumstances * and absent strong data on ' long covid ' numbers , i'm not sure a rushed vaccine is a good idea for me i may get one when i feel they're safe enough . for high risk populations - a whole different calculation .",rushed
1333265046709755907t,@sandy01801518 @soothkeep @helgihh @KnightlyMike Absolutely REFUSE the snake 🐍 oil Vaccine 💉 . Death is a better option . God Bless you and thank you for this message,ingredients
1405532452878110724t,"@seriouspoolman Pfizer and their long history of drugs that don't work is the most relevant matter . 3 years ago u would have agreed , but along comes covid and yall suddenly get dumb as fuck and believe everything big pharma tells you .",pharma
1299480655441457153t,The results of Moderna's Clinical Trials is CLASSIFIED ⁉ ️ ⁉ ️ And the #Oligarchs expect us to submit to taking this vaccine ? The vaccine corporations also have NO LIABILITY for the HARM or DEATH their vaccines cause . You can't sue them ! https : / / t.co/xr4fymEK5t,side-effect
1336642126000627712t,So they are now advising those with #allergies NOT to take the #vaccine after 2 anaphylactic reactions in nurses on day 1 - that ’ s what happens when stage 3 testing is rushed #covid #Pfizer #lockdown #tier3 @talkRADIO https : / / t.co/0hBQqkWbMV,rushed side-effect
1340202040908234753t,"After his failed predictions of “ superspreader ” Thanksgiving , Anthony Fauci takes on Christmas . A rushed vaccine will save us . As he & other partisan politicians & medical bureaucrats up pressure for the vaccine , the “ need to persuade ” drifts towards coercion . #CovidVaccine",mandatory political rushed
1262135864186023938t,"@MattHancock Is talking the #COVID19 British vaccine as if we are about to achieve the Holy Grail , each year we have a flu jab , yet we never know which mutation will occur ! If we're lucky there may be some protection , the likelihood of #Oxford coming to our rescue is indeed slim .",ineffective
1300872132100980736t,It ’ s the Russian teachers that said they don ’ t want to take the vaccine . They believe it ’ s not safe because it was fast tracked .,side-effect
1327198165230104577t,@BorisJohnson Remind us how many sharks will die for a covid vaccine nobody wants !,side-effect
